"_","62101","62102","62103","62104","62105","62106","62107","62108","62109","62110","62111","62112","62113","62114"
"62101","0","1","0","1","0","1","1","1","0","1","0","1","1","0"
"62102","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"62103","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"62104","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"62105","0","0","0","0","1","0","0","0","0","1","1","0","0","0"
"62106","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"62107","0","0","1","0","0","1","0","0","0","0","0","0","0","1"
"62108","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"62109","1","1","1","0","0","0","0","0","0","1","1","1","0","1"
"62110","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"62111","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62112","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62114","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
