"X46101","X46102","X46103","X46104","X46105","X46106","X46107","X46108","X46109","X46110","X46111","X46112","X46113","X46114","X46115","X46116","X46117"
"46101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46102",0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1
"46103",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46105",0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"46106",0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1
"46107",0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"46108",0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0
"46109",0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
"46110",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
"46111",0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
"46112",0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1
"46113",0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1
"46114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46115",0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0
"46116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
