"_","14101","14104","14105","14106","14107","14109","14111","14112","14113","14114","14115","14116","14117","14121","14122","14123","14124"
"14101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14105","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"14106","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"14107","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"14109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14111","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"14112","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"14113","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"14114","0","0","1","1","1","0","1","0","1","0","1","0","0","0","1","0","1"
"14115","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0"
"14116","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"14117","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"14121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14122","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0"
"14123","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"14124","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
