"_","23115","23201","23203","23205","23206","23207","23208","23210","23211","23212","23213","23214","23215","23216","23217","23218","23219","23221","23222"
"23115","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"23201","0","0","0","0","0","1","0","0","0","1","0","1","1","1","1","1","0","1","1"
"23203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23205","0","0","0","1","1","0","0","1","0","0","1","1","0","0","1","0","0","0","1"
"23206","1","0","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0"
"23207","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"23208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23210","0","0","0","1","1","1","0","1","0","1","1","1","1","0","1","0","0","0","1"
"23211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23212","0","1","0","1","0","1","1","0","0","1","0","1","1","1","1","1","1","0","1"
"23213","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1"
"23214","0","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1"
"23215","0","1","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0","1"
"23216","0","1","0","0","1","1","0","0","0","1","0","1","1","1","0","1","1","0","1"
"23217","0","0","0","1","1","0","0","1","0","0","1","1","1","0","0","0","0","0","1"
"23218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23219","0","1","0","0","0","1","1","0","0","1","0","1","1","0","0","1","1","0","0"
"23221","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23222","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1"
