"_","11301","11306","11307","11308","11309","11310","11311","11313","11314","11315","11316","11317","11319","11320","11322","11323","11324","11325","11327","11328"
"11301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11306","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11309","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"11310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11311","0","0","1","0","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0"
"11313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11314","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"11315","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"11316","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0"
"11317","1","0","1","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0"
"11319","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"11320","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"11322","0","1","1","0","0","0","0","0","1","1","0","1","0","1","0","0","0","0","0","0"
"11323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11325","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"11327","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0"
"11328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
