"_","44201","44202","44203","44204","44205","44206","44207","44208","44209","44211","44212","44213","44214","44215","44216","44217","44218","44219","44220","44221","44222"
"44201","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"44202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44203","1","0","0","1","1","1","0","0","1","0","0","0","1","0","0","0","0","0","1","1","1"
"44204","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"44205","1","0","1","1","1","1","1","0","1","0","0","1","1","0","0","0","0","0","1","1","1"
"44206","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"44207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44209","1","0","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1"
"44211","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"44212","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"44213","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"44214","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"44215","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44217","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0"
"44218","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"44219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44220","1","0","1","1","1","1","1","0","1","0","0","0","1","0","0","0","0","0","0","1","1"
"44221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44222","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","1"
