"_","51101","51102","51103","51104","51106","51107","51108","51109","51111","51112","51113","51114","51115","51116","51117","51118","51120","51122"
"51101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51102","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"51103","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"51104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51106","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","0"
"51107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51108","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"51109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51111","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"51112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51113","0","0","0","0","1","1","0","1","1","1","0","1","1","0","1","1","0","0"
"51114","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
"51115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51116","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"51117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51120","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1"
"51122","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
