"_","63101","63102","63104","63106","63107","63108","63110","63111","63112","63113","63114","63115","63118","63119","63122","63124","63126","63127"
"63101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63102","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63104","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"63106","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
"63107","0","1","1","1","0","0","1","0","0","0","1","1","0","0","1","1","0","0"
"63108","0","1","1","1","1","0","1","0","0","0","1","1","0","1","1","1","1","1"
"63110","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0"
"63111","0","1","1","1","1","0","1","1","0","0","1","1","0","0","1","1","1","1"
"63112","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"63113","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0"
"63114","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0"
"63115","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63118","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63119","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"63122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63124","0","1","1","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
"63126","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0"
"63127","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
