"_","16102","16103","16105","16107","16109","16111","16112","16113","16115","16116","16117","16118","16119","16120"
"16102","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"16103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16105","0","0","1","1","0","1","1","0","0","0","0","1","0","0"
"16107","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"16109","0","1","0","0","1","0","0","0","0","0","1","0","0","0"
"16111","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"16112","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16113","1","0","0","0","0","1","1","0","0","0","0","0","0","0"
"16115","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16116","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"16117","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"16118","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"16119","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16120","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
