"_","64101","64102","64103","64104","64105","64106","64107","64108","64109","64110","64111","64112","64113","64114","64115","64116","64117","64118","64119","64120","64121","64122"
"64101","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0"
"64102","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64103","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","1","0","1","0"
"64104","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1"
"64105","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"64106","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1"
"64107","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"64108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"64109","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"64110","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","1","1"
"64111","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"64112","1","0","0","0","0","0","0","1","0","1","1","1","1","1","0","0","0","1","0","1","0","0"
"64113","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"64114","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64116","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0"
"64117","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64118","0","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","0","1","0","0","1","0"
"64119","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"64120","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"64121","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"64122","1","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0"
