"_","71101","71102","71103","71104","71105","71107","71108","71109","71110","71111","71112","71113","71114","71115"
"71101","1","1","1","0","0","0","0","0","1","0","0","0","0","1"
"71102","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71103","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71104","0","1","0","0","0","0","0","0","0","1","1","0","1","0"
"71105","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"71107","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"71108","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"71109","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71110","0","1","1","0","1","1","1","0","0","0","0","1","0","0"
"71111","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"71112","0","0","0","1","0","0","0","0","0","1","0","1","1","1"
"71113","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"71114","0","0","0","0","0","1","0","0","0","1","1","1","0","1"
"71115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
