"_","54101","54102","54103","54104","54105","54106","54107","54108","54109","54110","54111","54112","54113","54114","54117","54118"
"54101","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0"
"54102","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0"
"54103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54104","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0"
"54105","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"54106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54108","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"54109","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54110","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"54111","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0"
"54112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54113","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"54114","0","0","0","0","1","1","0","0","0","1","0","1","1","0","0","0"
"54117","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"54118","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0"
