"_","54101","54102","54103","54104","54105","54106","54107","54108","54109","54110","54111","54112","54113","54114"
"54101","0","0","0","0","0","0","0","1","0","0","0","1","0","0"
"54102","1","1","0","0","0","1","0","1","0","0","0","0","0","0"
"54103","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"54104","0","0","0","1","0","1","0","0","1","1","0","1","1","1"
"54105","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54106","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54107","1","1","1","0","1","0","0","1","1","0","1","1","0","0"
"54108","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54110","0","0","0","0","0","1","0","0","0","0","0","0","1","1"
"54111","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"54112","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54113","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"54114","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
