"_","21109","21110","21111","21201","21202","21203","21205","21206","21208","21209","21212","21214","21215","21216","21217","21218","21219","21220","21222","21223","21224","21225"
"21109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21201","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"21202","0","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","1","0"
"21203","0","0","0","1","0","0","1","0","1","1","1","0","1","0","0","0","1","0","1","0","0","0"
"21205","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"21206","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"21208","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0"
"21209","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"21212","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21214","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21215","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"21216","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"21217","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"21218","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0"
"21219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"21222","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21223","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21224","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
