"_","55101","55104","55105","55106","55110","55112","55113","55114","55115","55116","55119","55120","55121","55122","55123","55126","55129","55130"
"55101","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
"55104","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"55105","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"55106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55110","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"55112","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0"
"55113","0","1","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0"
"55114","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"55115","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0"
"55116","0","0","0","1","0","0","0","1","0","1","0","0","1","1","0","0","1","0"
"55119","0","1","0","1","0","0","1","0","0","1","1","0","0","1","0","0","1","0"
"55120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55121","0","1","0","1","0","0","1","0","1","1","1","0","1","1","1","0","0","0"
"55122","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0"
"55123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55126","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0"
"55129","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","1","0"
"55130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
