"_","12201","12202","12203","12204","12206","12207","12210","12211","12212","12214","12215","12216","12218","12219","12220","12221","12222","12223","12227","12228","12229","12230"
"12201","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12202","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"12203","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"12204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12206","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1"
"12207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12210","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"12211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12214","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","0","0","0"
"12215","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","1","0","0","0","0"
"12216","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12219","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","0","1","0"
"12220","0","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","1","1","0","0","0","0"
"12221","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0"
"12222","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1","0","0","0","0"
"12223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12227","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0"
"12228","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12229","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0"
"12230","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
