"_","57101","57102","57103","57104","57105","57106","57107","57108","57109","57110","57111","57113","57114","57115","57116","58108"
"57101","0","0","0","0","1","1","0","1","1","0","0","0","0","1","0","0"
"57102","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1"
"57103","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"57104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57105","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0"
"57106","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"57107","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"57108","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"57109","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"57110","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0"
"57111","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"57113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57114","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57115","1","0","1","0","0","0","0","0","1","1","1","1","0","0","1","0"
"57116","0","1","0","1","1","1","0","0","0","0","1","0","0","0","1","0"
"58108","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
