"_","12201","12202","12203","12204","12205","12206","12207","12208","12210","12211","12212","12214","12215","12216","12217","12218","12219","12220","12221","12222","12223","12225","12226"
"12201","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"12202","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"12203","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"12204","0","0","0","0","1","1","0","1","1","0","0","0","0","0","1","0","0","1","1","0","1","0","0"
"12205","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0"
"12206","0","0","1","0","1","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","0","0","0"
"12207","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"12208","1","0","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"12210","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0"
"12211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12212","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"12214","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0"
"12215","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0"
"12216","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"12217","1","0","1","1","1","1","1","1","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0"
"12218","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","1","1","1","1","1","0","0"
"12219","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","1","1","1","0","0"
"12220","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0"
"12221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0"
"12222","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","1","0","1","0","0"
"12223","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12226","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
