"_","35101","35102","35103","35104","35106","35107","35108","35110","35111","35113","35114","35115","35116","35117","35118","35119","35121"
"35101","0","0","0","1","1","0","0","0","0","0","1","1","0","1","0","1","0"
"35102","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"35103","0","1","0","1","1","0","0","1","1","0","0","1","0","0","0","0","0"
"35104","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0"
"35106","0","0","0","1","1","1","1","1","1","0","0","1","1","0","1","0","0"
"35107","1","0","0","0","1","0","1","1","0","0","1","1","1","1","1","1","1"
"35108","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"35110","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"35111","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"35113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35114","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0"
"35115","1","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","0"
"35116","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"35117","1","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0"
"35118","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"35119","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"35121","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0"
