"_","57201","57202","57203","57204","57205","57206","57207","57208","57209","57210","57211","57212","57213","57214","57215"
"57201","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0"
"57202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57204","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0"
"57205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57207","0","0","1","0","0","1","0","0","0","1","1","1","0","0","0"
"57208","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1"
"57209","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57210","0","0","0","0","0","1","1","1","0","0","1","0","0","0","1"
"57211","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"57212","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"57213","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"57214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57215","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1"
