"_","21105","21114","21401","21402","21403","21405","21406","21407","21409","21410","21411","21412","21414","21415","21416","21417","21418","21419","21420"
"21105","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21114","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","0","1","1","1"
"21401","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"21402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21403","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"21405","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"21406","0","0","1","0","1","0","1","1","1","0","1","1","0","1","1","1","0","1","1"
"21407","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0"
"21409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21410","0","0","0","1","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0"
"21411","1","1","1","1","1","1","0","0","0","1","0","0","1","1","1","1","0","0","1"
"21412","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21414","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21415","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","1"
"21416","0","0","1","0","1","0","0","0","0","0","1","1","1","1","0","0","0","0","1"
"21417","0","0","1","0","1","0","1","0","1","0","1","1","0","0","0","0","0","0","0"
"21418","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21420","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0"
