"_","71102","71103","71104","71107","71108","71109","71110","71111","71112","71113","71114","71115","71118"
"71102","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71103","1","0","0","1","0","0","0","0","0","1","0","0","0"
"71104","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71107","1","1","1","0","1","1","1","1","1","1","1","1","1"
"71108","1","0","0","0","0","0","0","0","0","1","0","0","0"
"71109","1","0","0","0","0","0","0","0","0","0","0","0","0"
"71110","0","0","0","0","0","0","1","0","0","0","0","0","0"
"71111","0","0","1","0","0","0","0","0","1","1","1","1","0"
"71112","0","0","1","0","0","0","0","0","0","1","1","1","0"
"71113","1","1","1","1","1","1","0","0","1","1","1","1","0"
"71114","0","0","0","1","0","1","1","0","1","0","0","0","0"
"71115","0","0","0","0","0","0","0","0","0","0","0","1","0"
"71118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
