"_","23115","23201","23203","23204","23205","23206","23207","23209","23210","23211","23212","23213","23214","23215","23216","23217","23219","23220"
"23115","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"23201","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0"
"23203","0","0","1","1","0","1","0","1","0","1","0","0","0","0","0","0","0","1"
"23204","1","0","0","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1"
"23205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23206","1","0","1","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0"
"23207","0","1","0","0","0","0","0","1","0","0","1","0","1","1","1","0","1","0"
"23209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23210","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"23211","0","0","1","1","0","1","0","1","0","1","0","0","0","0","0","0","0","1"
"23212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23213","0","0","0","0","1","1","0","1","0","0","0","1","1","0","0","0","0","0"
"23214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23215","0","0","0","0","1","1","0","1","1","0","0","1","1","0","1","1","1","0"
"23216","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"23217","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23219","0","1","0","0","0","0","1","0","0","0","1","1","1","1","1","1","1","0"
"23220","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
