"_","21401","21402","21403","21405","21406","21407","21409","21410","21411","21412","21414","21415","21416","21417","21418","21419","21420"
"21401","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"21402","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"21403","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"21405","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0"
"21406","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"21407","1","0","0","1","0","1","0","1","1","0","1","0","0","0","0","0","0"
"21409","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"21410","0","1","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0"
"21411","1","0","0","1","0","0","0","0","0","0","0","1","0","1","0","1","0"
"21412","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"21414","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"21415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21416","1","0","1","0","0","1","1","0","1","1","0","1","0","1","0","1","1"
"21417","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21418","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"21419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
