"_","55101","55104","55105","55106","55109","55110","55112","55113","55114","55115","55116","55119","55120","55121","55122","55123","55126","55127","55128","55129"
"55101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55104","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"55105","0","0","0","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","1","1"
"55106","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55109","0","1","0","1","1","0","0","1","0","1","0","0","0","1","1","0","1","0","0","0"
"55110","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1"
"55112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55113","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"55114","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"55115","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"55116","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55119","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"55120","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"55121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"55122","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"55123","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"55126","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0"
"55127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55128","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1"
"55129","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
