"_","15101","15102","15103","15104","15105","15106","15107","15108","15109","15110","15111","15112","15113","15114","15115","15116","15117","15118","15119","15120","15121","15122","15123","15124","15125","15126","15127","15128","15129","15130","15131"
"15101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15102","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15103","1","0","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0"
"15104","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0"
"15105","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"15106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"15107","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15109","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0"
"15110","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0"
"15111","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0"
"15112","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"15114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15115","1","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"15116","0","0","1","0","0","0","1","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0"
"15117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15118","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0"
"15119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"15120","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0"
"15121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"15122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"15123","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15124","1","0","0","0","1","1","0","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"15125","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15127","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"15128","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1"
"15129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"15131","1","0","1","1","0","1","0","1","0","1","0","1","1","0","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","0"
