"X35201","X35202","X35203","X35204","X35205","X35206","X35207","X35208","X35209","X35210","X35211","X35212","X35213","X35214","X35215","X35216","X35217","X35218","X35219"
"35201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35202",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"35203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35204",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"35205",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
"35206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35214",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"35215",0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1
"35216",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"35217",0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1
"35218",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"35219",0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1
