"_","67101","67102","67103","67105","67106","67107","67109","67110","67111","67112","67113","67114","67115","67116","67117","67118","67119","67121"
"67101","0","0","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","1"
"67102","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"67103","1","0","0","1","1","0","0","0","1","0","1","0","0","0","1","0","0","1"
"67105","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1"
"67106","1","0","1","0","0","1","0","1","1","0","1","0","0","1","1","0","0","1"
"67107","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","0","0"
"67109","0","0","0","0","0","1","0","0","0","1","0","1","1","1","1","1","0","0"
"67110","1","0","1","1","1","0","0","0","1","0","1","0","0","0","1","0","0","1"
"67111","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","1","0"
"67112","0","0","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0"
"67113","1","0","1","1","1","0","0","1","1","0","1","0","1","0","1","0","0","1"
"67114","0","0","0","0","0","1","1","0","0","1","0","0","1","1","1","0","0","0"
"67115","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1"
"67116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67117","0","1","1","0","1","1","1","1","0","0","1","0","0","0","0","0","0","0"
"67118","0","0","0","1","1","1","1","0","0","1","0","0","0","1","1","0","0","0"
"67119","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"67121","1","0","1","1","1","0","0","1","1","0","1","0","1","0","0","0","0","0"
