"_","23201","23202","23203","23204","23205","23206","23207","23208","23209","23210","23211","23212","23213","23214","23215","23216","23217"
"23201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23205","0","0","0","0","0","1","0","0","1","1","0","0","1","1","1","0","1"
"23206","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23207","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"23208","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"23209","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"23210","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"23211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23212","1","0","0","0","1","1","1","0","1","1","1","1","1","0","0","0","0"
"23213","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1"
"23214","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"23215","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"23216","1","0","0","0","1","1","1","0","1","1","0","0","1","1","1","0","1"
"23217","0","0","0","0","1","1","1","0","0","1","1","1","0","1","1","1","0"
