"_","32102","32103","32104","32105","32106","32107","32108","32109","32110","32111","32112","32113","32114","32115","32116","32117","32118","32119","32120","32121","32122","32123","32124"
"32102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32103","0","0","0","0","1","1","0","0","0","0","1","1","1","0","0","0","1","1","1","0","0","0","0"
"32104","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0"
"32105","0","0","0","1","1","0","1","0","0","0","0","1","0","1","1","0","1","0","0","0","1","1","0"
"32106","0","0","0","0","0","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","0"
"32107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"32108","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0"
"32109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32110","0","0","0","0","1","1","0","0","1","0","1","1","1","0","1","0","1","0","1","0","0","0","0"
"32111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0"
"32112","0","1","0","0","1","1","0","0","0","0","1","1","1","0","0","0","1","1","1","0","0","0","0"
"32113","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"32114","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"32115","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","0","0","0","0","1","1","0"
"32116","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0"
"32117","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","1","1","0"
"32118","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","1","1","0","0","1","0","0"
"32119","0","1","0","1","1","1","1","1","0","1","1","1","1","1","1","0","1","0","0","1","1","1","0"
"32120","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0"
"32121","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"32122","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0"
"32123","0","0","0","1","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","1","1","1","0"
"32124","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0"
