"_","52104","52106","52107","52108","52109","52110","52111","52112","52113","52114","52115","52116","52117","52118","52119","52120","52122","52123","52124"
"52104","1","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","0","1","0"
"52106","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","0"
"52107","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1"
"52108","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0"
"52109","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"52110","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"52111","1","1","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0"
"52112","1","1","0","0","0","1","1","1","1","0","1","0","0","0","1","0","0","1","0"
"52113","0","1","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0"
"52114","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0"
"52115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52117","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"52118","1","0","0","0","0","1","0","0","0","1","1","0","1","1","0","1","0","1","0"
"52119","1","1","0","1","1","0","1","1","1","1","1","0","1","1","0","1","0","0","0"
"52120","1","0","1","1","1","1","0","0","0","1","0","0","1","1","1","1","0","0","0"
"52122","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"52123","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0"
"52124","0","0","0","1","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0"
