"_","46102","46104","46105","46106","46107","46108","46109","46110","46111","46112","46113","46114","46115","46116","46117"
"46102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46104","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1"
"46105","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"46106","0","0","0","0","0","1","0","0","1","1","1","1","1","0","1"
"46107","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0"
"46108","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"46109","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1"
"46110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46111","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"46112","0","0","0","1","1","1","0","0","1","0","1","1","1","1","1"
"46113","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"46114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46115","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0"
"46116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
