"_","57101","57102","57103","57104","57105","57106","57107","57108","57109","57110","57111","57113","57114","57115","57116"
"57101","0","1","0","0","1","0","1","0","0","1","0","0","0","0","1"
"57102","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"57103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57106","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0"
"57107","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"57108","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0"
"57109","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"57110","0","0","0","1","1","0","0","0","1","1","1","0","0","0","1"
"57111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57114","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57116","0","1","0","1","0","0","1","0","0","0","1","0","0","0","1"
