"_","35101","35102","35103","35104","35105","35106","35107","35108","35109","35110","35111","35112","35113","35114","35115","35116","35117","35118"
"35101","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0"
"35102","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1"
"35103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35104","0","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0"
"35105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35106","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"35107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35108","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","1"
"35109","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","1"
"35110","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"35111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35112","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0"
"35113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"35115","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","1","1","1"
"35116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35117","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","0"
"35118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
