"_","44101","44102","44103","44104","44106","44107","44108","44109","44110","44111","44112","44113","44114","44115","44116","44117","44118","44119","44120","44121","44122","44123","44124","44125"
"44101","1","0","1","0","1","1","0","1","1","0","1","1","0","0","0","0","1","0","0","1","1","0","1","0"
"44102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44103","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","1","0","0"
"44104","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44106","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"44107","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"44108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44109","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0"
"44110","0","0","0","0","0","1","0","0","1","1","1","1","0","0","1","0","0","0","0","1","1","0","0","1"
"44111","0","0","0","0","1","1","1","0","1","1","1","1","0","1","1","1","0","0","0","1","1","0","1","0"
"44112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44113","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0"
"44114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44115","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"44116","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"44117","0","0","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","0"
"44118","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"44120","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1"
"44121","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"44122","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"44123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"44125","0","0","0","0","1","0","0","0","1","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0"
