"_","43101","43102","43103","43104","43108","43109","43111","43112","43113","43114","43121","43123","43124","43125","43127","43128"
"43101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43102","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"43103","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"43104","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"43108","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"43109","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"43111","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"43112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43113","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"43114","1","0","0","0","0","1","1","0","0","1","0","1","0","0","0","0"
"43121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43123","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0"
"43124","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"43125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43127","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0"
"43128","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0"
