"_","42102","42103","42104","42105","42106","42107","42109","42110","42111","42112","42113","42114","42115","42116","42117","42118","42119","42120","42121"
"42102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42103","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"42104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42106","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"42107","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0"
"42109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42112","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0"
"42113","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","1","0"
"42114","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0"
"42115","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
"42116","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0"
"42117","1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0"
"42118","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0"
"42119","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","1","0","0"
"42120","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","1","0","0"
"42121","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
