"_","14101","14102","14103","14104","14105","14106","14107","14108","14109","14110","14111","14112","14113","14114","14115","14116","14117","14118","14119","14120","14121"
"14101","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14102","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"14103","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","1","0"
"14104","1","0","0","1","1","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0"
"14105","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"14106","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14107","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"14108","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14109","0","0","1","0","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","0"
"14110","0","0","1","0","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","1","0"
"14111","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"14112","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"14113","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"14114","0","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","0"
"14115","0","0","1","0","1","1","1","1","1","0","1","0","1","1","1","1","0","1","1","1","0"
"14116","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","1","1","0"
"14117","0","0","1","0","0","1","1","0","0","0","1","0","1","1","0","0","1","1","1","1","0"
"14118","0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","1","1","0","0","1","0"
"14119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"14120","0","0","1","0","0","1","1","0","1","0","1","0","1","1","1","0","1","1","1","1","0"
"14121","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
