"_","66101","66102","66103","66104","66105","66106","66107","66108","66109","66110","66111","66112","66113","66114","66116","66117"
"66101","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"66102","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66106","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66107","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0"
"66108","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"66109","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"66110","0","1","1","0","0","0","0","1","0","1","0","0","0","1","0","0"
"66111","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"66112","0","0","0","1","0","0","1","1","1","1","1","0","0","0","0","0"
"66113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66117","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0"
