"43106","43117","43203","43205","43207","43209","43210","43211","43213","43215","43218","43221","43225","43228","43229","43231"
"43106",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"43117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43205",0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
"43207",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"43209",0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
"43210",0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0
"43211",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"43213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43215",0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1
"43218",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"43221",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43225",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"43228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43229",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"43231",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
