"_","52101","52104","52105","52106","52107","52108","52109","52110","52111","52112","52113","52114","52115","52116","52117","52118","52119","52120","52122","52123","52124"
"52101","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52104","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0"
"52105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52106","0","0","1","0","0","1","1","0","1","1","0","0","0","0","1","0","1","1","0","0","0"
"52107","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"52108","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0"
"52109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52110","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"52111","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","1","0","0","0","0"
"52112","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0"
"52113","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0"
"52114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52115","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"52116","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1"
"52117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52119","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"52120","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"52122","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52123","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"52124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
