"_","44101","44103","44104","44106","44107","44108","44109","44110","44111","44112","44114","44115","44116","44117","44118","44120","44121","44122","44123","44124","44125","44128","44129","44130","44309","44315"
"44101","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0"
"44103","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","1","1","1","1","0","1","0","1","1"
"44104","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"44106","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"44107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44108","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44109","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0"
"44110","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"44111","1","0","0","1","1","1","0","1","0","1","0","0","1","1","0","1","0","0","0","1","0","0","1","0","0","1"
"44112","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0"
"44114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44115","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"44116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"44117","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"44118","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44120","0","1","0","1","0","0","0","1","0","1","0","0","1","1","1","0","1","0","1","0","0","0","1","1","0","0"
"44121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"44125","0","0","0","1","0","0","0","1","0","1","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0"
"44128","0","0","1","0","0","0","0","1","0","0","1","1","0","0","1","0","0","1","1","0","0","0","0","0","1","0"
"44129","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44130","0","0","0","1","1","0","0","1","0","0","0","0","0","1","1","1","1","1","0","0","1","0","0","0","0","0"
"44309","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44315","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
