"_","42201","42202","42203","42204","42205","42206","42207","42208","42209","42210","42211","42212","42213","42214","42215","42216","42217","42218","42219","42220"
"42201","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"42202","0","0","1","0","1","1","0","0","1","0","1","1","1","1","1","1","1","1","0","1"
"42203","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"42204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42205","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","1","0","1","0","0"
"42206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42207","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","0"
"42208","0","0","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","0","1"
"42209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"42210","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","1","1","1","0","0"
"42211","0","0","1","0","1","1","0","0","1","0","0","1","1","1","0","1","1","1","0","0"
"42212","0","0","1","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","0","0"
"42213","0","0","0","0","0","1","1","0","1","0","0","1","0","1","1","1","1","1","0","1"
"42214","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"42215","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1"
"42216","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0"
"42217","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","0","1","1","0","0"
"42218","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0"
"42219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42220","1","0","1","0","1","1","0","0","1","0","1","1","0","1","0","1","1","1","0","1"
