"_","14105","14107","14111","14115","14121","14122","14123","14124","14125","14126","14127","14128","14129","14130"
"14105","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14107","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"14111","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"14115","0","1","1","0","0","1","0","0","0","0","0","0","1","0"
"14121","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14122","0","0","1","0","0","0","1","1","0","0","0","0","1","0"
"14123","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"14124","1","0","0","0","0","0","1","1","0","0","0","0","0","0"
"14125","1","0","0","0","1","0","0","0","1","1","1","1","0","0"
"14126","1","0","1","0","0","1","1","0","0","0","1","1","0","0"
"14127","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"14128","1","1","1","1","1","1","1","1","1","1","1","1","1","0"
"14129","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"14130","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
