"62101","62102","62103","62104","62105","62106","62107","62108","62110","62111","62112","62113","62115","62116","62118","62119","65107"
"62101",0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1
"62102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62104",0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0
"62105",0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1
"62106",0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0
"62107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62108",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"62110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62111",0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1
"62112",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"62113",1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
"62115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62116",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"62118",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"62119",0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0
"65107",0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
