"_","46102","46106","46107","46108","46109","46110","46111","46112","46113","46114","46115","46116","46117","46120","46121"
"46102","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"46106","1","0","0","1","0","0","0","1","1","1","1","0","1","0","0"
"46107","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"46108","1","0","0","0","0","0","1","1","1","1","0","0","0","0","0"
"46109","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46110","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"46111","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0"
"46112","0","1","0","1","0","0","1","0","1","1","1","1","0","0","0"
"46113","1","1","0","1","0","0","1","1","0","1","1","1","1","0","0"
"46114","1","0","0","0","0","0","0","1","1","0","1","0","1","0","0"
"46115","0","1","0","1","0","0","1","0","1","1","0","0","1","0","0"
"46116","1","0","0","0","0","0","0","1","1","1","1","0","1","0","0"
"46117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
