"_","71201","71202","71203","71205","71208","71209","71210","71211","71212","71214","71216","71217","71218","71219"
"71201","1","1","1","1","1","1","1","1","0","1","1","1","0","1"
"71202","0","0","0","0","1","0","0","1","0","0","0","1","0","0"
"71203","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"71205","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"71208","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71209","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"71210","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"71211","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71212","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71214","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71216","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"71217","0","1","0","0","1","0","1","1","0","0","0","0","0","1"
"71218","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"71219","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
