"_","57201","57202","57203","57204","57206","57207","57208","57209","57210","57211","57212","57213","57214","57215","57216","57217","57219","57220","57221"
"57201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57202","1","0","1","1","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0"
"57203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57204","1","1","1","1","0","1","0","0","1","1","1","1","1","0","0","1","0","0","0"
"57206","0","0","0","0","0","1","1","0","1","1","0","0","0","1","1","1","1","1","1"
"57207","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0"
"57208","0","0","0","0","1","1","0","0","1","1","0","0","0","1","1","1","1","1","0"
"57209","1","0","1","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0"
"57210","0","0","0","0","1","1","1","0","0","1","0","0","0","1","1","0","1","1","0"
"57211","0","0","0","0","1","1","1","0","1","1","0","0","0","0","1","0","1","1","0"
"57212","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0"
"57213","1","1","1","1","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0"
"57214","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0"
"57215","0","0","0","0","1","0","0","1","1","1","0","0","1","1","0","0","1","1","0"
"57216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57217","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0"
"57219","0","0","0","0","1","1","1","0","1","1","0","0","0","1","1","1","1","1","0"
"57220","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","1","0","0","0"
"57221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
