"_","43202","43203","43204","43205","43207","43208","43209","43210","43211","43212","43213","43214","43215","43217","43218","43221","43224","43225","43226","43228","43229"
"43202","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0"
"43203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43204","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"43205","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43207","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"43208","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"43209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43210","1","1","0","0","1","1","1","0","0","1","0","1","0","0","0","0","1","0","0","1","0"
"43211","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"43212","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"43213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"43214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43217","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"43218","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0"
"43221","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43224","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"43225","1","1","1","0","1","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0"
"43226","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"43228","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"43229","0","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","1","0","1","0"
