"_","55124","64102","64105","64106","64108","64109","64110","64111","64112","64113","64114","64119","64120","64122","64123","64126","64127","64128"
"55124","1","0","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1"
"64102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64105","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0"
"64106","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"64108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64110","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","1","1","0"
"64111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"64112","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0"
"64113","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"64114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64119","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0"
"64120","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"64122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64123","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"64126","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0"
"64127","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0"
"64128","0","0","1","1","1","1","1","0","0","1","0","1","1","1","0","1","0","1"
