"_","61101","61102","61103","61104","61105","61106","61107","61108","61109","61110","61111","61112","61113","61114"
"61101","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61102","1","0","1","1","0","0","0","0","0","0","0","1","0","0"
"61103","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61104","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"61105","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"61106","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"61107","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61108","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"61109","1","1","0","1","0","0","0","0","0","0","0","1","0","1"
"61110","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"61111","0","0","0","0","0","0","0","0","0","1","1","0","1","0"
"61112","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"61113","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61114","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
